Cause,Fire-Start-Date,Initial-Report-Date,Fire-Out-Date,Region,Zone,County,Municipality,NFFL-Fuel-Model,Complex-Type,Acreage,Latitude,Longitude,Ownership,Reporting-Ranger,Fire-Report-Method,New-York-Zip-Codes,Counties,NYS-Municipal-Boundaries,duration,oil,year,month,day
Debris Burning,04/16/2016,04/16/2016,04/19/2016,5,5F,Washington,GRANVILLE, 8 - Timber - Light Hardwood Litter,5.0,5.5,43.34903,-73.28751,Private Property,"Bodnar,Michael J",911 Dispatch,94.0,2184.0,721.0,3.0,8,2016,04,16
Smoking,04/16/2016,04/16/2016,04/19/2016,3,3B,Orange,DEERPARK, 9 - Timber - Medium Hardwood Litter,5.0,4.0,41.39462,-74.63728,Private Property,"Sabo,Scott L",911 Dispatch,1091.0,2134.0,878.0,3.0,9,2016,04,16
Campfire,04/16/2016,04/16/2016,04/18/2016,3,3B,Putnam,PUTNAM VALLEY,10 - Timber  - Heavy Litter/Downed Fuels,5.0,2.0,41.39373,-73.79339,Private Property,"Davey,Nancy H",Fire Department,1257.0,627.0,99.0,2.0,1,2016,04,16
Equipment,04/17/2016,04/17/2016,04/19/2016,7,7A,Broome,COLESVILLE, 8 - Timber - Light Hardwood Litter,4.0,22.5,42.13574000000001,-75.60893,Private Property,"Oldroyd,Jeremy M",911 Dispatch,399.0,2033.0,965.0,2.0,8,2016,04,17
Incendiary,04/17/2016,04/17/2016,04/18/2016,5,5C,Essex,NORTH ELBA, 8 - Timber - Light Hardwood Litter,5.0,0.1,44.29575,-73.96476,Private Property,"LaPierre,Joseph J",Other,275.0,2084.0,430.0,1.0,8,2016,04,17
Miscellaneous,04/17/2016,04/17/2016,04/19/2016,6,6B,Jefferson,ANTWERP, 1 - Grass - Light,5.0,6.8,44.24206,-75.7005,Private Property,"Candee,Martin ",911 Dispatch,1618.0,2089.0,858.0,2.0,1,2016,04,17
Campfire,04/17/2016,04/17/2016,04/18/2016,9,9A,Allegany,AMITY, 4 - Brush - Heavy/Volatile,5.0,11.0,42.25355,-78.04856,Private Property,"Liebig,Peter J",911 Dispatch,1759.0,2031.0,470.0,1.0,4,2016,04,17
Campfire,04/17/2016,04/17/2016,04/22/2016,5,5F,Saratoga,MOREAU, 8 - Timber - Light Hardwood Litter,5.0,8.5,43.23331,-73.74696,OPR&HP (State Parks),"Bodnar,Michael J",911 Dispatch,93.0,2141.0,998.0,5.0,8,2016,04,17
Power line,04/17/2016,04/17/2016,04/21/2016,6,6B,Lewis,LYONSDALE, 8 - Timber - Light Hardwood Litter,5.0,39.1,43.55629,-75.3141,Private Property,"Hubschmitt,Michael ",911 Dispatch,1285.0,623.0,618.0,4.0,8,2016,04,17
Smoking,04/17/2016,04/17/2016,04/20/2016,5,5F,Saratoga,DAY, 8 - Timber - Light Hardwood Litter,5.0,16.5,43.33405,-74.07137,Private Property,"Ploss,John ",911 Dispatch,97.0,2141.0,1007.0,3.0,8,2016,04,17
Fireworks,04/17/2016,04/17/2016,04/19/2016,4,4B,Delaware,HANCOCK, 9 - Timber - Medium Hardwood Litter,4.0,14.2,41.92707,-75.0487,Private Property,"Bink,Joseph L",Landowner,386.0,2039.0,565.0,2.0,9,2016,04,17
Debris Burning,04/16/2016,04/16/2016,04/16/2016,3,3B,Orange,DEERPARK, 9 - Timber - Medium Hardwood Litter,5.0,6.3,41.44037,-74.73826,Private Property,"Virkler,Alexander R",911 Dispatch,1097.0,2134.0,878.0,0.0,9,2016,04,16
Debris Burning,04/18/2016,04/18/2016,04/18/2016,6,6C,Oneida,FORESTPORT, 9 - Timber - Medium Hardwood Litter,4.0,1.0,43.466,-75.18315,Private Property,"Coscomb,Robert ",911 Dispatch,550.0,625.0,926.0,0.0,9,2016,04,18
Miscellaneous,04/18/2016,04/18/2016,04/25/2016,5,5E,Warren,CHESTER, 9 - Timber - Medium Hardwood Litter,5.0,25.0,43.62568,-73.77764,Private Property,"Donegan,Evan F",911 Dispatch,804.0,2183.0,825.0,7.0,9,2016,04,18
Incendiary,04/18/2016,04/18/2016,04/27/2016,5,5E,Warren,WARRENSBURG, 8 - Timber - Light Hardwood Litter,4.0,8.0,43.5369,-73.82307,Private Property,"Kabrehl,Charles J",911 Dispatch,156.0,2183.0,815.0,9.0,8,2016,04,18
Debris Burning,04/18/2016,04/18/2016,04/20/2016,3,3B,Sullivan,LUMBERLAND, 7 - Brush - Understory,5.0,0.3,41.44059,-74.8241,Private Property,"Quinn,Logan T",911 Dispatch,1090.0,2180.0,654.0,2.0,7,2016,04,18
Prescribed Fire,04/15/2016,04/18/2016,04/15/2016,3,3B,Ulster,SHAWANGUNK, 3 - Grass - Heavy,4.0,170.0,41.63531,-74.21477,Federal Lands,"Sabo,Scott L",Landowner,1017.0,2182.0,409.0,0.0,3,2016,04,15
Smoking,04/18/2016,04/18/2016,04/24/2016,5,5E,Essex,SCHROON, 9 - Timber - Medium Hardwood Litter,5.0,60.0,43.85211,-73.79699000000002,Private Property,"Deslauriers,Jacob P",911 Dispatch,148.0,2084.0,427.0,6.0,9,2016,04,18
Debris Burning,04/18/2016,04/18/2016,04/18/2016,3,3B,Sullivan,DELAWARE, 7 - Brush - Understory,5.0,1.0,41.76168,-75.0435,Private Property,"Quinn,Logan T",911 Dispatch,1039.0,2180.0,661.0,0.0,7,2016,04,18
Structure,04/18/2016,04/18/2016,04/19/2016,7,7A,Broome,WINDSOR, 9 - Timber - Medium Hardwood Litter,5.0,4.5,42.03262,-75.72344,Private Property,"Oldroyd,Jeremy M",911 Dispatch,474.0,2033.0,936.0,1.0,9,2016,04,18
Power line,04/18/2016,04/18/2016,04/20/2016,3,3B,Sullivan,MAMAKATING, 5 - Brush - Continuous but Light,5.0,4.0,41.57412,-74.56891999999998,Private Property,"Kreft,Howard K",911 Dispatch,780.0,2180.0,653.0,2.0,5,2016,04,18
Debris Burning,04/19/2016,04/19/2016,04/22/2016,3,3B,Sullivan,THOMPSON, 8 - Timber - Light Hardwood Litter,4.0,21.0,41.60708,-74.72815,Private Property,"Quinn,Logan T",911 Dispatch,1024.0,2180.0,650.0,3.0,8,2016,04,19
Power line,04/19/2016,04/19/2016,04/19/2016,5,5D,Hamilton,WELLS, 8 - Timber - Light Hardwood Litter,5.0,1.0,43.41751,-74.27516,Private Property,"Praczkajlo,Robert ",Other,20.0,622.0,862.0,0.0,8,2016,04,19
Children,04/18/2016,04/18/2016,04/18/2016,4,4A,Columbia,HILLSDALE, 8 - Timber - Light Hardwood Litter,5.0,1.6,42.25003,-73.4657,Private Property,"DiCintio,Chris A",911 Dispatch,973.0,619.0,516.0,0.0,8,2016,04,18
Incendiary,04/19/2016,04/19/2016,04/19/2016,6,6C,Oneida,DEERFIELD, 8 - Timber - Light Hardwood Litter,5.0,2.6,43.12547,-75.18066999999998,Private Property,"Piersma,Robert J",911 Dispatch,1465.0,625.0,929.0,0.0,8,2016,04,19
Debris Burning,04/20/2016,04/20/2016,04/20/2016,5,5D,Hamilton,ARIETTA, 2 - Grass - Understory,5.0,0.1,43.42957,-74.4957,Private Property,"Kallen,David A",Sheriff,1306.0,622.0,870.0,0.0,2,2016,04,20
Incendiary,04/18/2016,04/18/2016,04/23/2016,3,3B,Putnam,CARMEL, 9 - Timber - Medium Hardwood Litter,5.0,2.5,41.38877,-73.77073,Private Property,"Davey,Nancy H",DEC Dispatch,1257.0,627.0,103.0,5.0,9,2016,04,18
Power line,04/20/2016,04/20/2016,04/22/2016,6,6C,Herkimer,WEBB, 8 - Timber - Light Hardwood Litter,5.0,0.5,43.60895,-74.93034,Private Property,"Scanlon,John ",911 Dispatch,1279.0,2088.0,666.0,2.0,8,2016,04,20
Equipment,04/20/2016,04/20/2016,04/22/2016,4,4A,Rensselaer,GRAFTON, 8 - Timber - Light Hardwood Litter,4.0,5.8,42.80885,-73.46646,State Forest/RF Area,"Hess,Joseph C",911 Dispatch,1305.0,2138.0,128.0,2.0,8,2016,04,20
Prescribed Fire,04/21/2016,04/21/2016,04/21/2016,8,8A,Steuben,RATHBONE, 2 - Grass - Understory,5.0,9.0,42.17869,-77.35113,Wildlife Management Area,"Carpenter,Timothy J",Ranger Patrol,1766.0,2178.0,25.0,0.0,2,2016,04,21
Incendiary,04/19/2016,04/19/2016,04/21/2016,2,2A,Richmond,STATEN ISLAND, 3 - Grass - Heavy,3.0,4.8,40.58547,-74.07934,Other Government,"Martin,Russell P",Other,608.0,2139.0,585.0,2.0,3,2016,04,19
Incendiary,04/21/2016,04/21/2016,04/29/2016,5,5E,Warren,WARRENSBURG, 8 - Timber - Light Hardwood Litter,5.0,2.0,43.51757,-73.8147,Forest Preserve,"St. Claire,Mark R",911 Dispatch,156.0,2183.0,815.0,8.0,8,2016,04,21
Incendiary,04/21/2016,04/21/2016,04/27/2016,5,5E,Warren,WARRENSBURG, 8 - Timber - Light Hardwood Litter,5.0,8.0,43.55142,-73.8273,Forest Preserve,"Dubay,Brian C",Ranger Patrol,156.0,2183.0,815.0,6.0,8,2016,04,21
Incendiary,06/12/2016,06/12/2016,06/14/2016,2,2A,Kings,BROOKLYN, 3 - Grass - Heavy,2.0,37.3,40.59247,-73.90621,Federal Lands,"Martin,Russell P",Other,817.0,2090.0,894.0,2.0,3,2016,06,12
Campfire,04/21/2016,04/21/2016,04/21/2016,5,5A,Franklin,HARRIETSTOWN, 1 - Grass - Light,5.0,0.1,44.29789,-74.22086,Forest Preserve,"Giglinto,James ",DEC Dispatch,274.0,621.0,183.0,0.0,1,2016,04,21
Incendiary,04/22/2016,04/22/2016,04/24/2016,2,2A,Richmond,STATEN ISLAND, 8 - Timber - Light Hardwood Litter,3.0,3.5,40.52546,-74.19726,Other Government,"Martin,Russell P",Local P.D.,615.0,2139.0,585.0,2.0,8,2016,04,22
Incendiary,04/22/2016,04/22/2016,04/23/2016,3,3B,Sullivan,MAMAKATING, 7 - Brush - Understory,5.0,0.3,41.61757,-74.42664,State Forest/RF Area,"Quinn,Logan T",911 Dispatch,780.0,2180.0,653.0,1.0,7,2016,04,22
Campfire,04/23/2016,04/23/2016,05/01/2016,5,5E,Warren,WARRENSBURG, 9 - Timber - Medium Hardwood Litter,5.0,29.0,43.4032,-73.87424,Forest Preserve,"Donegan,Evan F",911 Dispatch,129.0,2183.0,815.0,8.0,9,2016,04,23
Incendiary,04/23/2016,04/23/2016,05/02/2016,3,3A,Ulster,WAWARSING, 4 - Brush - Heavy/Volatile,2.0,2028.0,41.67448,-74.35117,OPR&HP (State Parks),"Slade,Kevin M",911 Dispatch,116.0,2182.0,407.0,9.0,4,2016,04,23
Incendiary,04/24/2016,04/24/2016,04/27/2016,3,3B,Sullivan,MAMAKATING, 9 - Timber - Medium Hardwood Litter,5.0,9.0,41.61181,-74.46053,Private Property,"Gierloff,Kenneth ",911 Dispatch,1098.0,2180.0,653.0,3.0,9,2016,04,24
Debris Burning,04/25/2016,04/25/2016,04/29/2016,3,3A,Ulster,SHANDAKEN,10 - Timber  - Heavy Litter/Downed Fuels,5.0,5.3,42.08098,-74.35124,Private Property,"Gierloff,Kenneth ",911 Dispatch,257.0,2182.0,410.0,4.0,1,2016,04,25
Power line,04/25/2016,04/25/2016,04/26/2016,5,5A,Franklin,DUANE, 8 - Timber - Light Hardwood Litter,5.0,1.6,44.68859000000001,-74.31373,Private Property,"Gliddi,Thomas ",911 Dispatch,278.0,621.0,186.0,1.0,8,2016,04,25
Campfire,04/25/2016,04/25/2016,04/29/2016,5,5F,Washington,PUTNAM,10 - Timber  - Heavy Litter/Downed Fuels,5.0,8.0,43.74187,-73.44492,Forest Preserve,"Deslauriers,Jacob P",Other,142.0,2184.0,718.0,4.0,1,2016,04,25
Prescribed Fire,04/28/2016,04/28/2016,04/28/2016,8,8A,Monroe,RUSH, 3 - Grass - Heavy,5.0,64.5,42.9593,-77.67826,Unique Area,"Carpenter,Timothy J",Other,401.0,2093.0,536.0,0.0,3,2016,04,28
Incendiary,04/28/2016,04/28/2016,05/01/2016,6,6B,Lewis,MONTAGUE, 3 - Grass - Heavy,5.0,3.1,43.7571,-75.6527,State Forest/RF Area,"Candee,Martin ",911 Dispatch,571.0,623.0,616.0,3.0,3,2016,04,28
Children,04/30/2016,04/30/2016,05/05/2016,5,5D,Hamilton,INDIAN LAKE, 8 - Timber - Light Hardwood Litter,5.0,21.6,43.41313,-74.13161,Forest Preserve,"Temple,Jenifer L",Ranger Patrol,153.0,2183.0,817.0,5.0,8,2016,04,30
Debris Burning,04/30/2016,04/30/2016,04/30/2016,5,5E,Warren,HORICON, 6 - Brush - Mixed/Regeneration,5.0,1.0,43.50802,-73.74597,Private Property,"Kabrehl,Charles J",911 Dispatch,90.0,2183.0,820.0,0.0,6,2016,04,30
Incendiary,05/11/2016,05/11/2016,05/12/2016,3,3B,Putnam,KENT, 8 - Timber - Light Hardwood Litter,5.0,1.0,41.43719,-73.78198,Private Property,"Davey,Nancy H",911 Dispatch,1201.0,627.0,102.0,1.0,8,2016,05,11
Debris Burning,05/11/2016,05/11/2016,05/12/2016,3,3A,Ulster,WAWARSING, 8 - Timber - Light Hardwood Litter,5.0,4.0,41.77304,-74.50371,Private Property,"Stratton,Robert  E",911 Dispatch,122.0,2182.0,407.0,1.0,8,2016,05,11
Incendiary,05/11/2016,05/11/2016,05/12/2016,3,3B,Sullivan,HIGHLAND,10 - Timber  - Heavy Litter/Downed Fuels,5.0,3.0,41.48706,-74.89068,Private Property,"Sabo,Scott L",911 Dispatch,1025.0,2180.0,656.0,1.0,1,2016,05,11
Incendiary,05/12/2016,05/12/2016,05/14/2016,5,5E,Warren,WARRENSBURG, 8 - Timber - Light Hardwood Litter,5.0,1.0,43.49827,-73.76816,Other Government,"Donegan,Evan F",Other,156.0,2183.0,815.0,2.0,8,2016,05,12
Incendiary,05/12/2016,05/12/2016,05/14/2016,5,5E,Warren,WARRENSBURG, 8 - Timber - Light Hardwood Litter,5.0,0.5,43.52729,-73.79681,Private Property,"Kabrehl,Charles J",911 Dispatch,156.0,2183.0,815.0,2.0,8,2016,05,12
Campfire,05/12/2016,05/12/2016,05/19/2016,5,5E,Warren,HORICON, 8 - Timber - Light Hardwood Litter,5.0,5.0,43.74338,-73.77494,Private Property,"Donegan,Evan F",911 Dispatch,786.0,2183.0,822.0,7.0,8,2016,05,12
Debris Burning,05/12/2016,05/12/2016,05/12/2016,5,5F,Washington,SALEM, 8 - Timber - Light Hardwood Litter,5.0,6.0,43.18891,-73.26884,Private Property,"Kerr,Ian M",911 Dispatch,146.0,2184.0,717.0,0.0,8,2016,05,12
Campfire,05/19/2016,05/19/2016,05/19/2016,5,5E,Warren,CHESTER,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.5,43.64715,-73.80413,Private Property,"Schroeder,Rick A",DEC Dispatch,804.0,2183.0,825.0,0.0,1,2016,05,19
Debris Burning,05/20/2016,05/20/2016,05/20/2016,5,5B,Essex,JAY, 5 - Brush - Continuous but Light,5.0,0.8,44.42237,-73.73861,Private Property,"Praczkajlo,Robert ",911 Dispatch,270.0,2084.0,443.0,0.0,5,2016,05,20
Equipment,05/22/2016,05/22/2016,05/23/2016,5,5D,Hamilton,INDIAN LAKE, 8 - Timber - Light Hardwood Litter,5.0,1.0,43.83458,-74.53709,Forest Preserve,"Scott,Jason S",911 Dispatch,790.0,622.0,867.0,1.0,8,2016,05,22
Campfire,05/22/2016,05/22/2016,05/22/2016,5,5D,Fulton,NORTHAMPTON, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.18933,-74.17374000000002,Forest Preserve,"Thompson,Michael W",911 Dispatch,1291.0,2085.0,381.0,0.0,8,2016,05,22
Equipment,05/20/2016,05/20/2016,05/21/2016,7,7A,Onondaga,MANLIUS, 3 - Grass - Heavy,3.0,100.0,43.07524,-75.96131,Private Property,"McPherson,James ",Other,633.0,2132.0,696.0,1.0,3,2016,05,20
Campfire,05/23/2016,05/23/2016,05/23/2016,5,5C,Franklin,HARRIETSTOWN, 1 - Grass - Light,5.0,0.1,44.2539,-74.24708000000003,Forest Preserve,"Edmunds,Thomas R",State Police,305.0,621.0,183.0,0.0,1,2016,05,23
Power line,05/23/2016,05/23/2016,05/24/2016,5,5E,Warren,HAGUE, 8 - Timber - Light Hardwood Litter,3.0,1.5,43.76986,-73.55553,Private Property,"Donegan,Evan F",911 Dispatch,98.0,2183.0,823.0,1.0,8,2016,05,23
Power line,05/24/2016,05/25/2016,05/24/2016,5,5A,Franklin,TUPPER LAKE, 8 - Timber - Light Hardwood Litter,5.0,0.1,44.16827,-74.52464,Private Property,"Zurek,Robert ",911 Dispatch,305.0,621.0,178.0,0.0,8,2016,05,24
Incendiary,05/25/2016,05/25/2016,05/27/2016,9,9A,Erie,HAMBURG, 9 - Timber - Medium Hardwood Litter,5.0,1.0,42.71049,-78.83762,Wildlife Management Area,"Kennedy,John S",911 Dispatch,527.0,2041.0,289.0,2.0,9,2016,05,25
Campfire,05/27/2016,05/27/2016,05/28/2016,5,5A,Franklin,HARRIETSTOWN, 9 - Timber - Medium Hardwood Litter,5.0,0.1,44.33536,-74.1499,Other Government,"Harjung,Julie ",911 Dispatch,303.0,621.0,183.0,1.0,9,2016,05,27
Campfire,05/29/2016,05/29/2016,06/06/2016,5,5F,Warren,BOLTON, 8 - Timber - Light Hardwood Litter,5.0,3.3,43.52942,-73.61615,Forest Preserve,"Schroeder,Rick A",911 Dispatch,91.0,2184.0,727.0,8.0,8,2016,05,29
Lightning,05/29/2016,05/29/2016,06/01/2016,6,6B,Herkimer,WEBB, 9 - Timber - Medium Hardwood Litter,5.0,0.1,43.93267,-74.92509,Forest Preserve,"Evans,Luke ",Ranger Patrol,571.0,2088.0,666.0,3.0,9,2016,05,29
Lightning,05/30/2016,05/30/2016,05/30/2016,5,5E,Essex,SCHROON, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.86353,-73.81277,Forest Preserve,"Deslauriers,Jacob P",Other,148.0,2084.0,427.0,0.0,8,2016,05,30
Lightning,05/30/2016,05/30/2016,06/04/2016,5,5E,Warren,JOHNSBURG, 8 - Timber - Light Hardwood Litter,5.0,1.0,43.65694000000001,-73.90189000000002,Private Property,"Perryman,Arthur C",911 Dispatch,157.0,2183.0,821.0,5.0,8,2016,05,30
Lightning,05/31/2016,05/31/2016,06/07/2016,5,5B,Essex,LEWIS,11 - Slash - Light,5.0,21.0,44.33678,-73.51451999999998,Private Property,"Bode,Sarah ",911 Dispatch,339.0,2084.0,441.0,7.0,1,2016,05,31
Campfire,05/31/2016,05/31/2016,05/31/2016,5,5A,Franklin,TUPPER LAKE, 8 - Timber - Light Hardwood Litter,5.0,0.1,44.15171,-74.53358,Forest Preserve,"Gliddi,Thomas ",DEC Dispatch,305.0,621.0,178.0,0.0,8,2016,05,31
Miscellaneous,06/03/2016,06/04/2016,06/09/2016,6,6A,St. Lawrence,HOPKINTON,12 - Slash - Medium,5.0,8.0,44.40353,-74.67535,Conservation Easement,"Hogan,Joshua T",911 Dispatch,1593.0,2140.0,327.0,6.0,1,2016,06,03
Prescribed Fire,06/10/2016,06/10/2016,06/10/2016,4,4A,Albany,ALBANY, 6 - Brush - Mixed/Regeneration,5.0,8.0,42.7023,-73.87058,Other Not Classified,"Hess,Joseph C",Other,40.0,2030.0,814.0,0.0,6,2016,06,10
Incendiary,06/17/2016,06/17/2016,06/18/2016,6,6B,Lewis,CROGHAN, 6 - Brush - Mixed/Regeneration,5.0,8.0,43.92536,-75.34147,Private Property,"Hubschmitt,Michael ",DEC Dispatch,541.0,623.0,609.0,1.0,6,2016,06,17
Lightning,06/17/2016,06/18/2016,07/02/2016,5,5F,Washington,WHITEHALL, 8 - Timber - Light Hardwood Litter,3.0,11.1,43.47506,-73.44469000000002,Forest Preserve,"Goetke,Anthony G",DEC Dispatch,201.0,2184.0,715.0,15.0,8,2016,06,17
Fireworks,06/19/2016,06/19/2016,06/21/2016,5,5D,Hamilton,ARIETTA, 6 - Brush - Mixed/Regeneration,5.0,6.0,43.30973,-74.65335999999998,Forest Preserve,"Ploss,John ",DEC Dispatch,1157.0,622.0,870.0,2.0,6,2016,06,19
Incendiary,06/21/2016,06/21/2016,06/21/2016,9,9A,Cattaraugus,PERSIA, 9 - Timber - Medium Hardwood Litter,5.0,0.1,42.44455,-78.90217,Unique Area,"Pachan,David L",Other,525.0,2034.0,344.0,0.0,9,2016,06,21
Lightning,06/22/2016,06/21/2016,06/29/2016,5,5E,Essex,NORTH HUDSON,12 - Slash - Medium,5.0,5.0,43.99749,-73.6649,Private Property,"St. Claire,Mark R",DEC Dispatch,136.0,2084.0,429.0,7.0,1,2016,06,22
Campfire,06/23/2016,06/23/2016,06/30/2016,5,5B,Clinton,ALTONA, 8 - Timber - Light Hardwood Litter,5.0,2.8,44.90346,-73.77741999999998,Private Property,"Gliddi,Thomas ",911 Dispatch,226.0,2038.0,15.0,7.0,8,2016,06,23
Campfire,06/23/2016,06/23/2016,06/29/2016,5,5B,Clinton,SARANAC, 9 - Timber - Medium Hardwood Litter,5.0,1.5,44.62318,-73.7579,Private Property,"Dominesey,Megan M",DEC Dispatch,302.0,2038.0,2.0,6.0,9,2016,06,23
Campfire,06/25/2016,06/25/2016,07/03/2016,3,3A,Ulster,ROCHESTER, 6 - Brush - Mixed/Regeneration,3.0,26.0,41.74483,-74.27081,OPR&HP (State Parks),"Stratton,Robert  E",911 Dispatch,195.0,2182.0,413.0,8.0,6,2016,06,25
Campfire,06/25/2016,06/25/2016,07/04/2016,3,3B,Rockland,RAMAPO, 5 - Brush - Continuous but Light,5.0,16.5,41.17616,-74.1204,OPR&HP (State Parks),"Sabo,Scott L",Other,1555.0,628.0,529.0,9.0,5,2016,06,25
Equipment,06/26/2016,06/26/2016,06/26/2016,4,4A,Columbia,CLAVERACK, 1 - Grass - Light,5.0,8.2,42.24014,-73.63548,Private Property,"DiCintio,Chris A",911 Dispatch,977.0,619.0,523.0,0.0,1,2016,06,26
Lightning,06/29/2016,06/29/2016,07/03/2016,5,5E,Warren,STONY CREEK, 8 - Timber - Light Hardwood Litter,5.0,0.3,43.42653,-74.10139000000002,Forest Preserve,"Kabrehl,Charles J",Other,153.0,2183.0,817.0,4.0,8,2016,06,29
Campfire,06/29/2016,06/29/2016,07/01/2016,7,7A,Oswego,ALBION, 9 - Timber - Medium Hardwood Litter,5.0,0.1,43.52198,-76.08078,State Forest/RF Area,"Oldroyd,Joan T",Ranger Patrol,683.0,2135.0,252.0,2.0,9,2016,06,29
Lightning,06/30/2016,06/30/2016,07/07/2016,5,5D,Hamilton,WELLS, 9 - Timber - Medium Hardwood Litter,5.0,2.0,43.38532,-74.2553,Forest Preserve,"Kallen,David A",Other,20.0,622.0,862.0,7.0,9,2016,06,30
Lightning,07/02/2016,07/02/2016,07/05/2016,3,3A,Ulster,WAWARSING, 6 - Brush - Mixed/Regeneration,5.0,1.0,41.73248,-74.40097,Private Property,"Kreft,Howard K",911 Dispatch,122.0,2182.0,407.0,3.0,6,2016,07,02
Lightning,07/04/2016,07/04/2016,07/13/2016,5,5E,Essex,SCHROON, 8 - Timber - Light Hardwood Litter,4.0,4.0,43.80742,-73.72453,Forest Preserve,"St. Claire,Mark R",911 Dispatch,148.0,2084.0,427.0,9.0,8,2016,07,04
Campfire,07/03/2016,07/04/2016,07/04/2016,5,5C,Essex,KEENE,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.1,44.15095,-73.75184,Wilderness Area,"Mecus,Robbi ",DEC Dispatch,272.0,2084.0,442.0,1.0,1,2016,07,03
Incendiary,07/06/2016,07/06/2016,07/08/2016,6,6B,Lewis,NEW BREMEN, 8 - Timber - Light Hardwood Litter,5.0,0.9,43.81068,-75.37698,Private Property,"Evans,Luke ",911 Dispatch,571.0,623.0,611.0,2.0,8,2016,07,06
Campfire,07/05/2016,07/05/2016,07/05/2016,5,5A,Franklin,HARRIETSTOWN, 7 - Brush - Understory,5.0,0.3,44.29445,-74.21009000000002,Forest Preserve,"Edmunds,Thomas R",DEC Dispatch,274.0,621.0,183.0,0.0,7,2016,07,05
Campfire,07/06/2016,07/06/2016,07/07/2016,5,5E,Essex,MINERVA, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.8739,-74.25503,Forest Preserve,"Jeffery,Delbert W",Other,134.0,2084.0,440.0,1.0,8,2016,07,06
Lightning,07/06/2016,07/06/2016,07/11/2016,5,5E,Warren,HAGUE, 8 - Timber - Light Hardwood Litter,5.0,0.5,43.69439000000001,-73.61883,Forest Preserve,"Kabrehl,Charles J",911 Dispatch,98.0,2183.0,823.0,5.0,8,2016,07,06
Campfire,07/20/2016,07/20/2016,07/22/2016,9,9A,Chautauqua,CHAUTAUQUA, 8 - Timber - Light Hardwood Litter,5.0,0.1,42.23278,-79.58986999999998,Private Property,"Kennedy,John S",Other,1731.0,2035.0,220.0,2.0,8,2016,07,20
Power line,07/22/2016,07/22/2016,07/24/2016,5,5E,Warren,JOHNSBURG, 8 - Timber - Light Hardwood Litter,5.0,1.3,43.58273,-74.00052,Private Property,"Kabrehl,Charles J",911 Dispatch,104.0,2183.0,821.0,2.0,8,2016,07,22
Campfire,07/21/2016,07/21/2016,07/22/2016,5,5D,Hamilton,LONG LAKE,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.1,43.81684,-74.72671,Wilderness Area,"Coscomb,Robert ",Other,1362.0,622.0,864.0,1.0,1,2016,07,21
Incendiary,07/25/2016,07/25/2016,07/30/2016,1,1A,Suffolk,BROOKHAVEN, 9 - Timber - Medium Hardwood Litter,4.0,1.2,40.93763,-72.92833,State Forest/RF Area,"Gallagher,Bryan ",911 Dispatch,1420.0,2179.0,1022.0,5.0,9,2016,07,25
Debris Burning,07/23/2016,07/26/2016,07/23/2016,9,9A,Erie,MARILLA, 1 - Grass - Light,5.0,16.2,42.85501,-78.57035,Private Property,"Kennedy,John S",Supervisor,515.0,2041.0,285.0,0.0,1,2016,07,23
Lightning,07/28/2016,07/28/2016,07/31/2016,5,5F,Washington,GRANVILLE, 9 - Timber - Medium Hardwood Litter,5.0,0.3,43.38758,-73.26912,Private Property,"Laczko,Jaime ",Fire Department,94.0,2184.0,725.0,3.0,9,2016,07,28
Lightning,07/28/2016,07/28/2016,07/30/2016,5,5F,Washington,FORT ANN, 7 - Brush - Understory,5.0,0.3,43.29061,-73.3752,Private Property,"Laczko,Jaime ",911 Dispatch,146.0,2184.0,721.0,2.0,7,2016,07,28
Campfire,07/26/2016,07/28/2016,07/28/2016,6,6C,Herkimer,WEBB,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.1,43.59408,-75.02175,Forest Preserve,"Coscomb,Robert ",Other,1279.0,2088.0,666.0,2.0,1,2016,07,26
Campfire,07/26/2016,07/30/2016,07/31/2016,6,6B,Herkimer,WEBB,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.1,43.87711,-75.04267,Forest Preserve,"Coscomb,Robert ",Other,571.0,2088.0,666.0,5.0,1,2016,07,26
Campfire,08/01/2016,08/01/2016,08/02/2016,7,7A,Oswego,ORWELL, 9 - Timber - Medium Hardwood Litter,5.0,0.1,43.53876,-75.90205999999998,State Forest/RF Area,"Jackson,Scott ",Ranger Patrol,762.0,2135.0,241.0,1.0,9,2016,08,01
Campfire,08/04/2016,08/04/2016,08/05/2016,5,5A,Franklin,SANTA CLARA, 8 - Timber - Light Hardwood Litter,5.0,0.1,44.31963,-74.35644,State Forest/RF Area,"Edmunds,Thomas R",DEC Dispatch,303.0,621.0,179.0,1.0,8,2016,08,04
Debris Burning,08/02/2016,08/04/2016,08/07/2016,6,6B,Lewis,MONTAGUE,13 - Slash Heavy,5.0,3.5,43.69874,-75.67669000000002,Private Property,"Candee,Martin ",911 Dispatch,571.0,623.0,616.0,5.0,1,2016,08,02
